Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,Price_euros,SSD,HDD,Hybrid,Flash_Storage,Cpu_brand,Cpu_speed,price_per_inch
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,4,Intel UHD Graphics 620,Windows 10,1.49,726.0,128,0,0,0,Intel Core i5 8250U,1.6,54.58646616541353
Chuwi,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics,Windows 10,1.89,248.9,0,0,0,64,Intel Atom x5-Z8350,1.44,15.955128205128206
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.3,565.0,128,0,0,0,Intel Core i3 6006U,2.0,36.21794871794872
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.75,1049.0,256,0,0,0,Intel Core i5 8250U,1.6,74.92857142857143
Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,16,Nvidia Quadro M620,Windows 10,2.17,2338.0,512,0,0,0,Intel Core i7 6820HQ,2.7,149.87179487179486
Dell,Notebook,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1050,Windows 10,2.06,1899.0,512,0,0,0,Intel Core i7 7700HQ,2.8,121.73076923076924
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,16,Intel HD Graphics 620,Windows 10,1.36,1798.0,512,0,0,0,Intel Core i7 7500U,2.7,143.84
Asus,Ultrabook,12.5,Full HD 1920x1080,16,Intel HD Graphics 620,Windows 10,0.91,1950.0,512,0,0,0,Intel Core i7 7500U,2.7,156.0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce 940MX,Windows 10,2.3,1011.99,256,0,0,0,Intel Core i5 7200U,2.5,64.87115384615385
Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,32,Intel HD Graphics 620,Windows 10,1.05,2799.0,512,0,0,0,Intel Core i7 7500U,2.7,210.45112781954887
Asus,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,1.99,1350.0,128,1024,0,0,Intel Core i7 7700HQ,2.8,86.53846153846155
Acer,Notebook,15.6,1366x768,8,AMD Radeon RX 540,Windows 10,2.2,579.0,0,1024,0,0,AMD A10-Series 9620P,2.5,37.11538461538461
Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,24,Nvidia GeForce GTX 965M,Windows 10,4.33,1269.0,256,1024,0,0,Intel Core i7 6700HQ,2.6,73.35260115606935
Lenovo,Ultrabook,12.5,IPS Panel 1366x768,8,Intel HD Graphics 520,Windows 10,1.3,1099.0,180,0,0,0,Intel Core i5 6200U,2.3,87.92
Lenovo,Notebook,15.6,Full HD 1920x1080,8,Intel UHD Graphics 620,Windows 10,2.17,898.9,256,0,0,0,Intel Core i7 8550U,1.8,57.62179487179487
HP,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.48,1749.0,1024,0,0,0,Intel Core i7 7600U,2.8,124.92857142857144
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.4,949.0,256,0,0,0,Intel Core i3 7100U,2.4,71.35338345864662
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.3,911.0,256,0,0,0,Intel Core i5 7200U,2.5,58.3974358974359
Asus,Netbook,11.6,1366x768,4,Intel HD Graphics 500,Windows 10 S,1.2,340.0,0,0,0,64,Intel Celeron Dual Core N3350,1.1,29.310344827586206
HP,Notebook,15.6,1366x768,8,AMD Radeon 520,Windows 10,1.91,618.99,256,0,0,0,Intel Core i5 7200U,2.5,39.67884615384615
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.4,1599.0,256,0,0,0,Intel Core i5 8250U,1.6,115.03597122302158
Lenovo,Notebook,14.0,1366x768,4,Intel HD Graphics 500,Windows 10,2.1,299.0,0,500,0,0,Intel Celeron Dual Core N3350,1.1,21.357142857142858
Lenovo,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.25,265.0,16,0,0,0,Intel Celeron Dual Core N3060,1.6,22.844827586206897
Lenovo,Notebook,13.3,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.44,949.0,256,0,0,0,Intel Core i5 7200U,2.5,71.35338345864662
Asus,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.0,1224.0,256,1024,0,0,Intel Core i7 7500U,2.7,78.46153846153847
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,4,Nvidia GeForce MX150,Windows 10,2.2,613.0,0,1024,0,0,Intel Core i5 8250U,1.6,39.2948717948718
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.34,1323.0,512,0,0,0,Intel Core i7 7500U,2.7,99.47368421052632
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1060,No OS,2.4,1149.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,73.65384615384616
Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.29,899.0,128,0,0,0,Intel Core i5 7200U,2.5,67.59398496240601
Acer,Notebook,15.6,Full HD 1920x1080,4,Nvidia GeForce 940MX,Windows 10,2.2,639.0,0,500,0,0,Intel Core i7 7500U,2.7,40.96153846153846
Dell,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.18,836.0,0,1024,0,0,Intel Core i5 7200U,2.5,53.58974358974359
Dell,Notebook,15.6,Full HD 1920x1080,16,AMD Radeon 530,Windows 10,2.2,1219.24,256,2048,0,0,Intel Core i7 8550U,1.8,78.15641025641025
Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,16,Nvidia GeForce MX150,No OS,1.95,1399.95,256,0,0,0,Intel Core i7 8550U,1.8,89.74038461538463
Asus,Netbook,11.6,1366x768,2,Intel HD Graphics 500,Windows 10,1.1,245.0,0,0,0,32,Intel Celeron Dual Core N3350,1.1,21.120689655172413
HP,Notebook,15.6,Touchscreen 1366x768,4,Intel UHD Graphics 620,Windows 10,2.04,521.47,0,1024,0,0,Intel Core i5 8250U,1.6,33.427564102564105
Asus,Gaming,15.6,Full HD 1920x1080,24,Nvidia GeForce GTX1080,Windows 10,2.24,2968.0,512,0,0,0,Intel Core i7 7700HQ,2.8,190.25641025641025
HP,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.04,889.0,256,0,0,0,Intel Core i5 7200U,2.5,56.98717948717949
Asus,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,1504.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,86.9364161849711
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,3.2,1399.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,89.67948717948718
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.32,1399.0,256,0,0,0,Intel Core i7 7500U,2.7,105.18796992481202
Dell,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.64,1279.73,256,0,0,0,Intel Core i5 7300U,2.6,91.40928571428572
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,1.63,689.0,128,0,0,0,Intel Core i3 6006U,2.0,44.16666666666666
Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,8,AMD Radeon 530,Linux,2.8,889.0,128,1024,0,0,Intel Core i5 8250U,1.6,51.387283236994215
Lenovo,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 7,2.02,1340.0,256,0,0,0,Intel Core i5 6200U,2.3,95.71428571428572
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Nvidia GeForce 920MX,Windows 10,2.2,799.0,0,1024,0,0,Intel Core i7 7500U,2.7,51.21794871794872
Lenovo,Notebook,15.6,1366x768,8,Nvidia GeForce 920MX ,No OS,2.2,459.0,0,2048,0,0,Intel Core i3 6006U,2.0,29.423076923076923
Dell,Notebook,15.6,Full HD 1920x1080,4,AMD Radeon R5 M430,Windows 10,2.3,585.0,0,500,0,0,Intel Core i5 7200U,2.5,37.5
Dell,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.9,1377.0,256,0,0,0,Intel Core i5 7440HQ,2.8,88.26923076923077
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,4.42,3012.77,128,1024,0,0,Intel Core i7 7700HQ,2.8,174.1485549132948
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.0,860.0,0,500,0,0,Intel Core i5 7200U,2.5,55.12820512820513
Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,8,Nvidia GeForce GTX 960M,Windows 10,2.0,1299.0,256,1024,0,0,Intel Core i7 7500U,2.7,83.26923076923077
Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,4,Intel HD Graphics 500,Windows 10,1.2,369.0,32,0,0,0,Intel Celeron Quad Core N3450,1.1,27.74436090225564
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.3,1649.0,128,1024,0,0,Intel Core i5 7300HQ,2.5,105.7051282051282
Dell,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,1.93,1369.0,256,0,0,0,Intel Core i7 7600U,2.8,87.75641025641026
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon 530,Windows 10,2.2,797.41,256,0,0,0,Intel Core i5 8250U,1.6,51.11602564102564
HP,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 405,Windows 10,1.86,398.99,256,0,0,0,Intel Pentium Quad Core N3710,1.6,25.576282051282053
HP,Gaming,17.3,Full HD 1920x1080,12,Nvidia GeForce GTX 1060,Windows 10,2.62,1799.0,0,1024,0,0,Intel Core i7 7700HQ,2.8,103.98843930635836
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8,Nvidia GeForce 940MX,Windows 10,1.87,859.0,256,0,0,0,Intel Core i7 7500U,2.7,61.35714285714285
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8,Intel UHD Graphics 620,Windows 10,1.2,1399.0,256,0,0,0,Intel Core i7 8550U,1.8,105.18796992481202
Dell,Notebook,14.0,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 10,1.6,735.87,128,0,0,0,Intel Core i3 6006U,2.0,52.56214285714286
HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,8,Intel HD Graphics 620,Windows 10,1.34,1145.0,256,0,0,0,Intel Core i7 7500U,2.7,86.09022556390977
Acer,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Linux,2.4,798.0,0,1024,0,0,Intel Core i5 7300HQ,2.5,51.15384615384615
Asus,Notebook,15.6,1366x768,4,AMD Radeon R2 Graphics,Windows 10,2.0,349.0,0,500,0,0,AMD E-Series 7110,1.8,22.371794871794872
HP,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,2.1,705.5,128,0,0,0,Intel Core i3 7100U,2.4,45.22435897435898
Lenovo,Notebook,14.0,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,1.87,785.0,0,500,0,0,Intel Core i5 7200U,2.5,56.07142857142857
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 520,No OS,2.15,462.35,0,1024,0,0,Intel Core i5 6200U,2.3,29.637820512820515
HP,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 10,1.86,397.0,0,500,0,0,Intel Core i3 6006U,2.0,25.44871794871795
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.99,1729.0,512,0,0,0,Intel Core i7 7500U,2.7,110.83333333333334
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 10,2.2,499.0,128,0,0,0,Intel Core i3 6006U,2.0,31.98717948717949
Dell,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.9,1116.99,256,0,0,0,Intel Core i5 7200U,2.5,71.60192307692309
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2699.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,156.0115606936416
HP,Notebook,17.3,1600x900,8,Intel HD Graphics 520,Windows 10,2.65,544.15,0,1024,0,0,Intel Core i3 6006U,2.0,31.453757225433524
HP,Notebook,17.3,Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.63,1280.0,0,1024,0,0,Intel Core i7 7500U,2.7,73.98843930635837
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Linux,2.0,224.0,0,500,0,0,Intel Celeron Dual Core N3350,1.1,14.35897435897436
Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,4,Intel HD Graphics,Windows 10,1.35,255.0,0,0,0,32,Intel Atom x5-Z8350,1.44,19.172932330827063
Lenovo,Notebook,17.3,1600x900,6,Nvidia GeForce 940MX,Windows 10,2.8,949.0,128,1024,0,0,Intel Core i7 7500U,2.7,54.85549132947977
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,6,AMD Radeon 530,Windows 10,1.91,568.9,128,0,0,0,AMD A10-Series A10-9620P,2.5,36.46794871794872
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M420,Windows 10,2.18,617.9,0,1024,0,0,Intel Core i3 6006U,2.0,39.60897435897436
Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,4,Intel HD Graphics 500,Windows 10,1.25,349.0,0,0,0,32,Intel Celeron Dual Core N3350,2.0,30.08620689655173
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,2.05,630.0,128,0,0,0,Intel Core i3 7130U,2.7,40.38461538461539
HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16,Intel HD Graphics 515,Windows 10,1.16,1965.0,512,0,0,0,Intel Core M 6Y75,1.2,147.74436090225564
Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,8,Nvidia Quadro M620M,Windows 10,3.4,2999.0,256,0,0,0,Intel Core i7 7700HQ,2.8,173.35260115606937
Asus,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.5,839.0,128,1024,0,0,Intel Core i5 7300HQ,2.5,53.782051282051285
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,8,Intel UHD Graphics 620,Windows 10,1.21,1599.0,128,0,0,0,Intel Core i5 8250U,1.6,120.22556390977444
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,1.93,959.0,0,500,0,0,Intel Core i5 7300U,2.6,61.47435897435898
Fujitsu,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,2.2,739.0,0,1024,0,0,Intel Core i5 7200U,2.5,47.37179487179488
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 505,Windows 10,2.2,344.0,0,500,0,0,Intel Pentium Quad Core N4200,1.1,22.05128205128205
Lenovo,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,2.02,990.0,0,500,0,0,Intel Core i5 7200U,2.5,70.71428571428571
HP,Workstation,17.3,1600x900,8,Nvidia Quadro M1200,Windows 10,3.14,1860.99,0,500,0,0,Intel Core i5 7440HQ,2.8,107.57167630057803
HP,Notebook,14.0,1366x768,8,Intel HD Graphics 405,Windows 10,1.94,389.0,0,2048,0,0,Intel Pentium Quad Core N3710,1.6,27.785714285714285
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,6,AMD Radeon 530,Windows 10,1.95,649.0,256,0,0,0,AMD A9-Series A9-9420,3.0,41.6025641025641
Lenovo,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.3,830.0,256,0,0,0,Intel Core i5 7200U,2.5,53.20512820512821
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,2.05,685.0,0,500,0,0,Intel Core i5 8250U,1.6,43.91025641025641
Mediacom,Notebook,14.0,Full HD 1920x1080,4,Intel HD Graphics,Windows 10,1.4,249.0,32,0,0,0,Intel Atom x5-Z8350,1.44,17.785714285714285
Toshiba,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,16,Intel HD Graphics 620,Windows 10,1.24,1865.0,512,0,0,0,Intel Core i7 7500U,2.7,133.21428571428572
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,32,Nvidia GeForce GTX 1070,Windows 10,4.6,2663.0,256,1024,0,0,Intel Core i7 6820HK,2.7,153.9306358381503
MSI,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,4.14,2729.0,512,1024,0,0,Intel Core i7 7820HK,2.9,157.74566473988438
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon R5 M430,Linux,2.2,749.01,256,0,0,0,Intel Core i7 7500U,2.7,48.01346153846154
Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1080,4,Intel HD Graphics 500,Windows 10,1.45,389.0,32,0,0,0,Intel Celeron Quad Core N3450,1.1,27.785714285714285
Dell,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,1.9,1008.52,0,500,0,0,Intel Core i5 7300U,2.6,64.64871794871794
HP,Notebook,13.3,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,1.49,719.0,128,0,0,0,Intel Core i3 7100U,2.4,54.06015037593985
Dell,Notebook,15.6,Full HD 1920x1080,16,Nvidia GeForce 930MX,Windows 10,1.93,1537.39,256,0,0,0,Intel Core i7 7600U,2.8,98.55064102564104
Dell,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.26,295.0,0,0,0,16,Intel Celeron Dual Core N3060,1.6,25.431034482758623
MSI,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,4.5,2349.0,128,1024,0,0,Intel Core i7 6820HK,2.7,135.78034682080926
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1050,Windows 10,3.78,1498.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,86.58959537572254
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,12,Intel HD Graphics 520,Windows 10,1.4,1673.0,256,0,0,0,Intel Core i7 6600U,2.6,119.5
Lenovo,Notebook,15.6,Touchscreen 1366x768,12,Intel HD Graphics 620,Windows 10,2.2,609.0,0,1024,0,0,Intel Core i7 8550U,1.8,39.03846153846154
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.73,1770.0,128,1024,0,0,Intel Core i5 7300HQ,2.5,102.31213872832367
Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,8,Intel HD Graphics 520,Windows 10,2.2,739.0,0,1024,0,0,Intel Core i5 7200U,2.5,47.37179487179488
Lenovo,Notebook,15.6,Full HD 1920x1080,12,AMD Radeon 530,Windows 10,2.2,949.0,512,0,0,0,AMD A12-Series 9720P,3.6,60.833333333333336
Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,4,Intel HD Graphics 615,Windows 10,1.39,603.0,128,0,0,0,Intel Core M 7Y30,1.0,51.98275862068966
Samsung,Notebook,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1050,Windows 10,2.5,1699.0,128,1024,0,0,Intel Core i7 7700HQ,2.8,108.9102564102564
Lenovo,Notebook,17.3,Full HD 1920x1080,4,Intel HD Graphics 520,No OS,2.8,529.0,0,500,0,0,Intel Core i3 6006U,2.0,30.57803468208092
Lenovo,Notebook,15.6,1366x768,8,Intel HD Graphics 520,Windows 10,2.29,459.0,0,1024,0,0,Intel Core i3 6100U,2.3,29.423076923076923
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.37,2025.0,512,0,0,0,Intel Core i7 7500U,2.7,152.25563909774436
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 630,Windows 10,1.7,1474.0,256,0,0,0,Intel Core i5 7300HQ,2.5,105.28571428571428
Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.34,1670.0,256,0,0,0,Intel Core i5 7200U,2.5,133.6
Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,8,Nvidia Quadro M620,Windows 10,2.06,1763.0,256,0,0,0,Intel Core i7 7700HQ,2.8,113.01282051282053
HP,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.84,1219.0,256,0,0,0,Intel Core i7 7500U,2.7,78.14102564102565
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.1,668.48,0,500,0,0,Intel Core i3 7100U,2.4,42.851282051282055
Acer,Notebook,14.0,Full HD 1920x1080,4,Intel HD Graphics 500,Windows 10,1.6,329.0,0,0,0,32,Intel Celeron Quad Core N3450,1.1,23.5
MSI,Gaming,17.3,Full HD 1920x1080,16,Nvidia GeForce GTX 970M,Windows 10,4.14,2199.0,128,1024,0,0,Intel Core i7 6820HK,2.7,127.10982658959536
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M420,Linux,2.18,465.0,0,1024,0,0,Intel Core i3 6006U,2.0,29.807692307692307
MSI,Gaming,15.6,4K Ultra HD 3840x2160,16,Nvidia GeForce GTX 1060,Windows 10,1.8,2299.0,256,2048,0,0,Intel Core i7 7700HQ,2.8,147.37179487179486
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,2.2,1399.0,256,0,0,0,Intel Core i7 6500U,2.5,89.67948717948718
Lenovo,Notebook,15.6,Full HD 1920x1080,6,Intel HD Graphics 620,Windows 10,2.4,564.0,0,1024,0,0,Intel Core i5 7200U,2.5,36.15384615384615
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 630,Windows 10,2.0,1299.0,256,0,0,0,Intel Core i7 7700HQ,2.8,83.26923076923077
Acer,Notebook,14.0,1366x768,4,Intel HD Graphics 405,Windows 10,1.6,349.0,0,0,0,128,Intel Pentium Quad Core N3710,1.6,24.928571428571427
Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,32,Nvidia Quadro M2200M,Windows 10,2.5,4899.0,1024,0,0,0,Intel Xeon E3-1535M v6,3.1,314.03846153846155
Dell,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,879.01,0,1024,0,0,Intel Core i7 6700HQ,2.6,56.34679487179487
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.18,443.9,0,1024,0,0,Intel Core i3 6006U,2.0,28.455128205128204
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.25,359.0,0,1024,0,0,Intel Core i3 6006U,2.0,23.012820512820515
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Linux,1.93,869.0,0,500,0,0,Intel Core i5 7300U,2.6,55.70512820512821
Asus,Gaming,17.3,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,3.0,1168.0,128,1024,0,0,Intel Core i7 7700HQ,2.8,67.51445086705202
Dell,Notebook,15.6,Full HD 1920x1080,4,AMD Radeon R5 M420,Linux,2.18,569.0,128,0,0,0,Intel Core i5 7200U,2.5,36.47435897435898
HP,Ultrabook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.84,1389.0,512,0,0,0,Intel Core i7 7500U,2.7,89.03846153846155
MSI,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,2.94,2267.86,256,1024,0,0,Intel Core i7 7700HQ,2.8,145.37564102564104
Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,4,Intel HD Graphics 400,Chrome OS,1.25,379.0,0,0,0,32,Intel Celeron Quad Core N3160,1.6,32.67241379310345
HP,Notebook,14.0,1366x768,8,Intel HD Graphics 620,Windows 10,2.31,1124.0,256,0,0,0,Intel Core i5 7300U,2.6,80.28571428571429
Lenovo,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 7,1.65,1465.0,256,0,0,0,Intel Core i5 6200U,2.3,104.64285714285714
Dell,Notebook,15.6,Full HD 1920x1080,4,AMD Radeon 530,Windows 10,2.2,776.0,0,1024,0,0,Intel Core i5 8250U,1.6,49.74358974358975
Fujitsu,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,2.2,799.0,256,0,0,0,Intel Core i5 7200U,2.5,51.21794871794872
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 7,1.88,932.0,0,500,0,0,Intel Core i5 6200U,2.3,59.74358974358975
Lenovo,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce 920MX,Windows 10,2.2,899.0,0,1024,0,0,Intel Core i7 7500U,2.7,57.62820512820513
Mediacom,Notebook,14.0,Full HD 1920x1080,2,Intel HD Graphics,Windows 10,1.4,239.0,0,0,0,32,Intel Atom x5-Z8350,1.44,17.071428571428573
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 620,No OS,2.2,468.0,128,0,0,0,Intel Core i5 7200U,2.5,30.0
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,6,Intel HD Graphics 620,Windows 10,1.5,639.01,0,1024,0,0,Intel Core i5 7200U,2.5,48.04586466165413
Dell,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.0,1820.0,256,0,0,0,Intel Core i7 7700HQ,2.8,116.66666666666669
Asus,Ultrabook,14.0,Full HD 1920x1080,16,Intel HD Graphics 620,Windows 10,1.1,1900.0,512,0,0,0,Intel Core i7 7500U,2.7,135.71428571428572
Dell,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1479.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,94.8076923076923
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel UHD Graphics 620,Windows 10,1.8,829.0,256,0,0,0,Intel Core i5 8250U,1.6,53.14102564102564
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Nvidia GeForce 920MX ,Windows 10,2.2,579.0,0,1024,0,0,Intel Core i3 6006U,2.0,37.11538461538461
Asus,Notebook,15.6,1366x768,8,Intel HD Graphics 500,Windows 10,2.0,399.0,0,1024,0,0,Intel Celeron Dual Core N3350,1.1,25.57692307692308
Asus,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,1.99,906.62,0,1024,0,0,Intel Core i5 7300HQ,2.5,58.11666666666667
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8,Intel UHD Graphics 620,Windows 10,1.23,1869.0,256,0,0,0,Intel Core i5 8250U,1.6,140.52631578947367
Lenovo,Notebook,14.0,1366x768,2,Intel HD Graphics 400,Windows 10,1.42,249.0,0,0,0,32,Intel Celeron Dual Core N3060,1.6,17.785714285714285
